"시도별","시점","합계:면적[ha]","생산량[톤]","사과:면적[ha]","10a당 생산량[kg]","생산량[톤]","배:면적[ha]","10a당 생산량[kg]","생산량[톤]","복숭아:면적[ha]","10a당 생산량[kg]","생산량[톤]","포도:면적[ha]","10a당 생산량[kg]","생산량[톤]","감귤:면적[ha]","10a당 생산량[kg]","생산량[톤]","감:면적[ha]","10a당 생산량[kg]","생산량[톤]","단감:면적[ha]","10a당 생산량[kg]","생산량[톤]","떫은감:면적[ha]","10a당 생산량[kg]","생산량[톤]","자두:면적[ha]","10a당 생산량[kg]","생산량[톤]","매실:면적[ha]","10a당 생산량[kg]","생산량[톤]","기타:면적[ha]","10a당 생산량[kg]","생산량[톤]",
"서울특별시","1992 년","104","1611","0","0","0","85","1765","1500","11","791","87","1","1215","12","0","0","0","0","0","0","","","","","","","0","0","0","","","","7","172","12",
"서울특별시","1993 년","90","1166","0","0","0","68","1466","997","11","835","92","1","404","4","0","0","0","0","0","0","","","","","","","0","0","0","","","","10","730","73",
"서울특별시","1994 년","60","722","0","0","0","45","1469","661","7","500","35","1","768","8","0","0","0","0","0","0","","","","","","","0","0","0","","","","7","250","18",
"서울특별시","1995 년","61","1001","0","0","0","47","1802","847","7","500","35","1","600","6","0","0","0","0","0","0","","","","","","","0","0","0","","","","6","1877","113",
"서울특별시","1996 년","76","1858","0","0","0","68","2546","1731","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","0","0","0","","","","8","1588","127",
"서울특별시","1997 년","83","1983","0","0","0","66","2876","1898","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","0","0","0","","","","17","500","85",
"서울특별시","1998 년","78","1870","0","0","0","65","2777","1805","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","13","500","65",
"서울특별시","1999 년","79","1414","0","0","0","64","2119","1356","0","0","0","0","0","0","0","0","0","2","200","4","0","0","0","2","200","4","0","0","0","","","","13","415","54",
"서울특별시","2000 년","83","1978","0","0","0","75","2613","1960","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","8","225","18",
"서울특별시","2001 년","75","2154","0","0","0","75","2872","2154","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0",
"서울특별시","2002 년","87","1951","0","0","0","78","2408","1878","0","0","0","0","0","0","0","0","0","1","900","9","0","0","0","1","900","9","0","0","0","","","","8","800","64",
"서울특별시","2003 년","94","1878","0","0","0","78","2240","1747","0","0","0","7","1414","99","0","0","0","1","1000","10","0","0","0","1","1000","10","0","0","0","","","","8","275","22",
"서울특별시","2004 년","88","1834","0","0","0","68","2407","1637","0","0","0","7","1720","120","0","0","0","1","700","7","0","0","0","1","653","7","0","0","0","","","","12","583.33333","70",
"서울특별시","2005 년","67","1732","0","0","0","54","2959","1598","0","0","0","7","1714","120","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","6","233.33333","14",
"서울특별시","2006 년","56","1214","0","0","0","45","2404.79061","1082","0","0","0","8","1652","132","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","3","0","0",
"서울특별시","2007 년","56","1154","1","0","0","39","2456","958","0","0","0","6","2278","137","0","0","0","0","0","0","0","0","0","0","0","0","1","798","8","","","","9","566.66667","51",
"서울특별시","2008 년","58","1143","1","0","0","41","2565","1052","0","0","0","3","1773","53","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","","","","12","316.66667","38",
"서울특별시","2009 년","74","1065","0","0","0","41","2377","974","0","0","0","5","1020","51","0","0","0","4","0","0","0","0","0","4","0","0","0","0","0","","","","24","167","40",
"서울특별시","2010 년","31","71","0","0","0","2","0","0","2","0","0","4","1175","47","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","","","","22","109","24",
"서울특별시","2011 년","23","44","0","0","0","3","0","0","1","0","0","2","1550","31","0","0","0","1","0","0","1","0","0","0","0","0","4","0","0","","","","12","108","13",
"서울특별시","2012 년","45","414","0","0","0","24","1564","375","1","1100","11","3","533","16","0","0","0","6","0","0","1","0","0","5","0","0","0","0","0","","","","11","109","12",
"서울특별시","2013 년","45","520","0","0","0","24","1774","426","1","0","0","4","1000","40","0","0","0","5","0","0","0","0","0","5","0","0","0","0","0","","","","11","491","54",
"서울특별시","2014 년","43","546","0","0","0","24","1922","461","0","0","0","4","1050","42","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","","","","13","331","43",
"서울특별시","2015 년","39","581","0","0","0","24","2072","497","0","0","0","2","1350","27","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","","","","12","475","57",
"서울특별시","2016 년","19","363","0","0","0","14","2221","311","0","0","0","1","1600","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","4","900","36",
"서울특별시","2017 년","28.249","478",".0823","327","0","18.3609","2217","407",".2128","940","2","1.0122","1581","16","0","0","0",".3412","2051.58265","7","0","0","0",".3412","2052","7",".054","1852","1","","","","8.1856","550","45",
"서울특별시","2018 년","28.8977","405",".0564","0","0","19.3379","1817","351",".2824","708","2",".9217","1519","14","0","0","0",".3311","1510.11779","5",".0088","0","0",".3223","1551","5",".01","0","0","","","","7.9582","415","33",
"서울특별시","2019 년","25.4528","318",".1076","0","0","15.9327","1818","290",".143","0","0",".7837","383","3","0","0","0",".5452","1283.9325","7","0","0","0",".5452","1284","7",".0705","1418","1","2.75","109","3","5.1201","273","14",
"서울특별시","2020 년","25.0426","258.5369",".1063","0","0","15.9993","1444","231",".1419","34.5313601128",".049",".7928","392.270513991","3.1099206349","0","0","0",".621","1268.7338501292","7.8788372093","0","0","0",".621","1268.7338501292","7.8788372093",".0611","445.9705236751",".27248799","2.3324","97.3239354774","2.2699834711","4.9878","279.8169556189","13.9567101124",
"서울특별시","2021 년","43.968","203",".0186","663","0","7.2268","1835","133","1.9209","41","1",".093","366","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.0246","57","2","30.6841","219","67",
"부산광역시","1980 년","198.6","1605.8","","","","167","810","1352.7","","","","24.2","855","206.9","","","","6.2","671","41.6","","","","","","","","","","","","","1.2","381","4.6",
"부산광역시","1981 년","175","1767","","","","145","1080","1566","","","","22","781","172","","","","7","370","26","","","","","","","","","","","","","1","250","3",
"부산광역시","1982 년","212","2271","4","1020","41","178","1060","1887","1","995","10","9","900","81","","","","9","2000","180","","","","","","","","","","","","","11","650","72",
"부산광역시","1983 년","174","1781","","","","139","1017","1414","","","","10","910","91","","","","4","700","28","","","","","","","","","","","","","21","1180","248",
"부산광역시","1984 년","116","1017","","","","100","964","964","1","1379","14","2","900","18","","","","5","420","21","","","","","","","","","","","","","8","","",
"부산광역시","1985 년","117","1043","","","","98","1033","1012","2","650","13","2","900","18","","","","5","","","","","","","","","","","","","","","10","","",
"부산광역시","1986 년","92","545","","","","87","626","545","1","0","0","","","","","","","4","0","0","","","","","","","","","","","","","","","",
"부산광역시","1987 년","87","829","","","","55","1234","679","","","","24","375","90","","","","8","750","60","","","","","","","","","","","","","","","",
"부산광역시","1988 년","56","804","","","","41","1631","669","","","","3","1480","44","","","","11","764","84","","","","","","","","","","","","","1","745","7",
"부산광역시","1989 년","71","878","","","","35","980","343","","","","9","1430","129","","","","25","1552","388","","","","","","","","","","","","","2","915","18",
"부산광역시","1990 년","69","536","","","","35","820","287","","","","5","1260","63","","","","22","568","125","","","","","","","","","","","","","7","876","61",
"부산광역시","1991 년","66","599","","","","27","1117","302","","","","10","1260","126","","","","25","572","143","","","","","","","","","","","","","4","702","28",
"부산광역시","1992 년","64","548","0","0","0","12","2117","254","0","0","0","4","1180","47","0","0","0","26","600","156","","","","","","","0","0","0","","","","22","414","91",
"부산광역시","1993 년","93","626","0","0","0","12","1358","163","0","0","0","5","1586","79","0","0","0","21","800","168","","","","","","","0","0","0","","","","55","393","216",
"부산광역시","1994 년","115","366","0","0","0","9","1189","107","0","0","0","3","1100","33","0","0","0","28","771","216","","","","","","","0","0","0","","","","75","13","10",
"부산광역시","1995 년","238","2763","0","0","0","63","2022","1274","0","0","0","3","1500","45","0","0","0","89","1603","1427","","","","","","","0","0","0","","","","83","20","17",
"부산광역시","1996 년","179","1696","0","0","0","41","1356","556","0","0","0","0","0","0","1","2022","20","110","975","1072","","","","","","","0","0","0","","","","27","178","48",
"부산광역시","1997 년","146","2596","0","0","0","26","1308","340","0","0","0","0","0","0","0","0","0","87","2456","2137","","","","","","","0","0","0","","","","33","361","119",
"부산광역시","1998 년","150","1274","0","0","0","16","1431","229","0","0","0","0","0","0","0","0","0","102","926.47059","945","99","926","917","3","926","28","0","0","0","","","","32","311","100",
"부산광역시","1999 년","172","1491","0","0","0","17","1306","222","0","0","0","3","0","0","0","0","0","106","909.43396","964","102","910","928","4","912","36","0","0","0","","","","46","663","305",
"부산광역시","2000 년","172","1769","0","0","0","15","1627","244","0","0","0","3","1200","36","0","0","0","107","1088.78505","1165","103","1088","1121","4","1088","44","1","910","9","","","","46","685","315",
"부산광역시","2001 년","175","1563","0","0","0","25","1132","283","0","0","0","3","1266","38","0","0","0","102","960.78431","980","98","914","896","4","2110","84","1","0","0","","","","44","595.45455","262",
"부산광역시","2002 년","159","1569","0","0","0","26","1346","350","1","0","0","1","1334","13","0","0","0","96","1139.58333","1094","92","1098","1010","4","2100","84","1","1814","18","","","","34","276.47059","94",
"부산광역시","2003 년","174","1612","0","0","0","24","838","201","0","0","0","2","2100","42","0","0","0","106","849.0566","900","103","874","900","3","0","0","1","999","10","","","","41","1119.5122","459",
"부산광역시","2004 년","171","2017","0","0","0","22","2223","489","1","0","0","1","2100","21","0","0","0","87","905.74713","788","82","900","738","5","1000","50","1","1071","11","","","","59","1200","708",
"부산광역시","2005 년","183","1716","0","0","0","23","2104","484","1","0","0","1","1700","17","0","0","0","104","878.84615","914","100","874","874","4","1000","40","1","1257","13","","","","53","543.39623","288",
"부산광역시","2006 년","306","3617","0","0","0","68","1527.35205","1039","0","0","0","0","0","0","0","0","0","157","1291.71975","2028","140","1252","1753","17","1619","275","1","0","0","","","","80","687.5","550",
"부산광역시","2007 년","262","2793","0","0","0","65","1388","902","0","0","0","0","0","0","0","0","0","133","1248.87218","1661","126","1254","1580","7","1159","81","1","960","10","","","","63","349.20635","220",
"부산광역시","2008 년","317","3495","0","0","0","47","1984","933","0","0","0","0","0","0","0","0","0","157","1415.28662","2222","157","1415","2222","0","0","0","1","0","0","","","","112","303.57143","340",
"부산광역시","2009 년","280","2892","1","0","0","64","2189","1401","0","0","0","0","0","0","0","0","0","130","1003.84615","1305","130","1004","1305","0","0","0","1","0","0","","","","84","221","186",
"부산광역시","2010 년","291","1749","3","693","21","59","612","361","0","0","0","0","0","0","0","0","0","97","1045.36082","1014","97","1045","1014","0","0","0","1","0","0","","","","131","269","353",
"부산광역시","2011 년","283","1528","3","642","19","23","1339","308","0","0","0","0","0","0","0","0","0","96","823.95833","791","96","824","791","0","0","0","0","0","0","","","","161","255","410",
"부산광역시","2012 년","295","1245","3","584","18","22","623","137","0","0","0","5","0","0","0","0","0","97","732.98969","711","96","727","698","1","1300","13","3","133","4","","","","165","227","375",
"부산광역시","2013 년","280","1018","3","2460","74","11","692","76","0","0","0","4","0","0","0","0","0","61","701.63934","428","58","678","393","3","1167","35","3","100","3","","","","198","221","437",
"부산광역시","2014 년","299","1667","1","2529","25","18","1765","318","0","0","0","0","0","0","0","0","0","87","845.97701","736","83","840","697","4","975","39","3","100","3","","","","190","308","585",
"부산광역시","2015 년","272","1368","1","2660","27","12","1469","176","1","0","0","0","0","0","5","1680","84","84","650","546","68","665","452","16","588","94","1","0","0","","","","168","318","535",
"부산광역시","2016 년","361","1856","6","1479","89","44","1535","675","2","50","1","3","1500","45","0","0","0","82","869.5122","713","63","776","489","19","1179","224","1","1000","10","","","","223","145","323",
"부산광역시","2017 년","413.0257","1650","2.8079","464","13","39.2138","1452","570","6.4935","755","49","1.3633","954","13",".8193","488","4","76.8285","710.67377","546","30.0216","823","247","46.8069","639","299","3.3432","419","14","","","","282.1562","156","441",
"부산광역시","2018 년","423.789","1673","4.9197","303","15","29.4613","733","216","6.7743","856","58","1.2098","744","9","0","0","0","76.6196","742.62982","569","27.7973","881","245","48.8223","664","324","3.6867","353","13","","","","301.1176","263","793",
"부산광역시","2019 년","463.0427","1880","7.026","787","55","27.0523","2365","640","10.663","722","77","1.5073","862","13",".0855","1170","1","74.333","651.124","484","25.7104","867","223","48.6226","537","261","6.9969","300","21","112.6038","142","160","222.7749","193","429",
"부산광역시","2020 년","452.8599","1492.0492","6.9797","398","28","26.4439","1254","332","10.6905","630.931727477","67.4497563259","1.5147","1274.0647887975","19.2982593559","0","0","0","75.299","459.766359063","346.1994707108","26.5418","119.0501101635","31.5980421394","48.7572","645.2409666089","314.6014285714","5.6017","868.4772335987","48.6494891945","124.3711","305.7451583741","380.2586166667","201.9593","133.7861805833","270.1936338028",
"부산광역시","2021 년","299.8195","1152","10.3018","440","45","19.4907","1435","280","5.941","1091","65","1.8447","910","17",".0369","996","0","25.4994","454.9127","116","12.6909","98","12","12.8085","815","104","4.9814","332","17","78.9669","370","292","152.7567","210","320",
"대구광역시","1980 년","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"대구광역시","1982 년","1342","18971","539","1611","8683","20","741","148","205","1342","2751","464","1263","5860","","","","5","710","36","","","","","","","96","1442","1384","","","","13","842","109",
"대구광역시","1983 년","1372","18058","509","1475","7508","18","780","140","202","1105","2232","492","1243","6116","","","","4","730","29","","","","","","","127","1442","1831","","","","20","1012","202",
"대구광역시","1984 년","1415","15494","519","1310","6799","15","480","72","216","1137","2456","518","856","4434","","","","4","4650","186","","","","","","","119","1300","1547","","","","24","","",
"대구광역시","1985 년","1425","16838","483","1490","7197","17","1112","189","250","1122","2805","521","945","4923","","","","6","850","51","","","","","","","105","1216","1277","","","","43","920","396",
"대구광역시","1986 년","1496","20676","505","1498","7565","17","1208","205","260","1597","4152","529","1247","6597","","","","6","1050","63","","","","","","","117","1430","1673","","","","62","679","421",
"대구광역시","1987 년","1997","25680","425","1212","5151","2","1669","33","510","1563","7971","856","1258","10768","","","","3","1000","30","","","","","","","119","900","1071","","","","82","800","656",
"대구광역시","1988 년","1551","17358","346","1342","4643","","","","364","1120","4077","666","1092","7273","","","","1","1000","10","","","","","","","87","1030","896","","","","87","528","459",
"대구광역시","1989 년","1535","17902","366","1604","5872","","","","354","989","3501","619","1133","7013","","","","6","1167","70","","","","","","","63","1144","721","","","","127","571","725",
"대구광역시","1990 년","1607","17397","418","1119","4679","","","","328","1172","3844","617","1184","7305","","","","12","1033","124","","","","","","","67","985","660","","","","165","476","785",
"대구광역시","1991 년","1575","13196","426","898","3827","2","","","283","972","2751","533","1081","5762","","","","7","943","66","","","","","","","56","477","267","","","","268","195","523",
"대구광역시","1992 년","1558","10755","429","948","4069","0","0","0","258","660","1703","530","720","3816","0","0","0","6","767","46","","","","","","","57","1030","587","","","","278","192","534",
"대구광역시","1993 년","1642","12192","447","918","4104","0","0","0","256","780","1997","539","848","4571","0","0","0","9","800","72","","","","","","","52","868","451","","","","339","294","997",
"대구광역시","1994 년","1678","11090","444","904","4013","0","0","0","213","606","1291","600","647","3882","0","0","0","24","688","165","","","","","","","54","1741","940","","","","343","233","799",
"대구광역시","1995 년","2171","13264","448","805","3606","18","1794","323","241","452","1089","769","664","5106","0","0","0","215","460","990","","","","","","","80","683","546","","","","400","401","1604",
"대구광역시","1996 년","1892","14670","146","1536","2243","4","0","0","220","1001","2202","939","743","6977","0","0","0","152","451","685","","","","","","","86","725","624","","","","345","562","1939",
"대구광역시","1997 년","1929","22213","112","1971","2207","9","978","88","244","912","2225","983","1555","15286","0","0","0","186","409","761","","","","","","","66","665","439","","","","329","367","1207",
"대구광역시","1998 년","1840","15148","102","1756","1791","14","629","88","244","798","1947","987","786","7758","0","0","0","161","441.61491","711","135","419","566","26","556","145","69","715","493","","","","263","894","2360",
"대구광역시","1999 년","1778","19518","92","1982","1823","14","607","85","267","943","2518","947","1322","12519","0","0","0","182","585.71429","1066","166","590","979","16","543","87","83","667","554","","","","193","494","953",
"대구광역시","2000 년","1703","19341","90","1971","1774","19","684","130","289","981","2835","855","1388","11867","0","0","0","205","601.46341","1233","190","585","1112","15","804","121","96","804","772","","","","149","490","730",
"대구광역시","2001 년","1744","14513","66","1330","878","24","1175","282","273","961","2624","771","939","7240","0","0","0","205","680.97561","1396","182","649","1181","23","936","215","115","762","876","","","","290","419.65517","1217",
"대구광역시","2002 년","1774","16464","69","1794","1238","28","1314","368","305","1030","3142","737","968","7134","0","0","0","207","725.12077","1501","179","683","1223","28","993","278","145","954","1383","","","","283","600","1698",
"대구광역시","2003 년","1713","18240","70","1341","939","28","1014","284","304","930","2827","685","1465","10035","0","0","0","200","772.5","1545","184","760","1398","16","920","147","156","978","1526","","","","270","401.48148","1084",
"대구광역시","2004 년","1664","16080","71","1268","900","30","1367","410","294","1010","2969","635","1170","7430","0","0","0","199","867.33668","1726","182","860","1565","17","948","161","172","835","1436","","","","263","459.69582","1209",
"대구광역시","2005 년","1590","22483","78","1231","960","30","1297","389","292","1579","4611","535","1624","8688","0","0","0","193","2165.80311","4180","175","2172","3801","18","2106","379","192","1198","2300","","","","270","501.85185","1355",
"대구광역시","2006 년","1519","20479","125","1350.79728","1688","42","1526.70392","641","250","1353","3383","410","1830","7503","0","0","0","216","2073.14815","4478","191","2147","4101","25","1508","377","101","1009","1019","","","","375","471.2","1767",
"대구광역시","2007 년","1530","18029","123","1027","1263","37","936","346","209","1302","2721","433","1813","7850","0","0","0","238","1779.83193","4236","205","1860","3813","33","1281","423","109","925","1008","","","","381","158.79265","605",
"대구광역시","2008 년","1460","16558","143","1381","1974","17","1041","177","250","1387","3468","320","1590","5088","0","0","0","246","1557.31707","3831","196","1619","3173","50","1315","658","106","1043","1106","","","","378","241.79894","914",
"대구광역시","2009 년","1324","12507","105","1868","1961","33","300","99","240","1151","2762","258","1469","3791","0","0","0","249","765.46185","1906","174","876","1525","75","508","381","112","548","614","","","","327","420","1374",
"대구광역시","2010 년","1358","11073","97","1204","1168","31","260","81","236","1068","2521","220","1560","3431","0","0","0","258","741.47287","1913","175","907","1588","83","392","325","97","608","590","","","","419","327","1369",
"대구광역시","2011 년","1315","11355","90","1170","1053","10","1392","139","240","1145","2748","215","1545","3321","0","0","0","226","839.38053","1897","136","956","1300","90","663","597","101","593","599","","","","433","369","1598",
"대구광역시","2012 년","1320","10551","74","1615","1195","10","901","90","239","1064","2543","185","1472","2724","0","0","0","242","811.15702","1963","122","993","1212","120","626","751","92","660","607","","","","478","299","1429",
"대구광역시","2013 년","1282","9130","86","1378","1185","10","823","82","222","992","2203","205","1024","2099","0","0","0","223","693.72197","1547","101","844","852","122","570","695","103","567","584","","","","433","330","1430",
"대구광역시","2014 년","1305","9794","78","1617","1262","8","818","65","230","1162","2673","180","1046","1882","0","0","0","195","793.84615","1548","84","894","751","111","718","797","94","756","711","","","","520","318","1653",
"대구광역시","2015 년","1212","9827","66","2345","1548","3","1264","38","234","1179","2760","163","1090","1776","0","0","0","174","754.02299","1312","76","984","748","98","576","564","77","883","680","","","","495","346","1713",
"대구광역시","2016 년","1076","10107","81","2009","1627","23","877","202","289","1211","3500","104","1088","1132","0","0","0","138","697.82609","963","5","1300","65","133","675","898","119","925","1101","","","","322","491","1582",
"대구광역시","2017 년","1176.0884","10402","81.5844","1620","1322","16.5723","779","129","269.628","1243","3351","116.7974","1046","1222","0","0","0","184.672","624.3502","1153","3.2651","1194","39","181.4069","614","1114","138.221","1007","1392","","","","368.6133","497","1833",
"대구광역시","2018 년","1133.5278","7894","55.7608","913","509","17.2548","1156","199","259.0958","995","2579","91.6374","662","607","0","0","0","185.8172","568.83862","1057","3.5979","1167","42","182.2193","557","1015","142.2473","924","1315","","","","381.7145","426","1628",
"대구광역시","2019 년","1058.8467","7867","52.1463","725","378","15.6556","1419","222","227.2624","1113","2529","95.5538","729","697","0","0","0","204.3602","764.3367","1562","26.9064","1074","289","177.4538","717","1273","126.7572","763","967","112.8005","556","627","224.3107","395","885",
"대구광역시","2020 년","1042.3595","7515.9523","52.0167","1244","647","14.4628","762","110","209.2381","1121.2981998938","2346.183048792","98.8919","589.872131614","583.3357585235","0","0","0","194.4139","789.3531090614","1534.6121640975","26.5159","974.3124063844","258.3477033645","167.898","760.1427418629","1276.264460733","148.0306","653.023943823","966.6752621849","95.2571","543.3087280427","517.5401383804","230.0484","352.363196422","810.6058955577",
"대구광역시","2021 년","1003.7492","6097","79.5014","946","752","11.7124","1856","217","233.2623","834","1945","144.8797","614","889","0","0","0","123.4751","383.0732","473","9.644","768","74","113.8311","351","399","70.2751","687","483","64.6441","517","334","275.9991","364","1004",
"인천광역시","1980 년","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"인천광역시","1982 년","103","601","1","0","0","26","770","200","40","519","208","34","567","193","","","","","","","","","","","","","","","","","","","2","0","0",
"인천광역시","1983 년","137","750","1","411","4","26","735","191","40","590","236","70","455","319","","","","","","","","","","","","","","","","","","","","","",
"인천광역시","1984 년","123","906","1","830","8","15","749","112","29","2070","600","78","238","186","","","","","","","","","","","","","","","","","","","","","",
"인천광역시","1985 년","142","813","5","580","29","32","991","317","2","300","6","101","456","461","","","","","","","","","","","","","","","","","","","2","","",
"인천광역시","1986 년","124","1130","","","","17","1480","252","25","617","154","78","905","706","","","","2","0","0","","","","","","","","","","","","","2","921","18",
"인천광역시","1987 년","72","728","1","0","0","27","1274","344","","","","44","872","384","","","","","","","","","","","","","","","","","","","","","",
"인천광역시","1988 년","129","1508","19","2149","408","11","1789","197","2","785","16","97","914","887","","","","","","","","","","","","","","","","","","","","","",
"인천광역시","1989 년","143","1804","20","2467","493","19","1693","322","15","793","119","85","937","796","","","","4","1850","74","","","","","","","","","","","","","","","",
"인천광역시","1990 년","118","858","16","120","19","11","1685","185","9","829","75","77","710","547","","","","5","640","32","","","","","","","","","","","","","","","",
"인천광역시","1991 년","101","932","1","1400","14","10","2019","202","7","799","56","72","859","618","","","","3","400","12","","","","","","","","","","","","","8","372","30",
"인천광역시","1992 년","87","798","0","0","0","12","1808","217","5","840","42","58","879","510","0","0","0","2","600","12","","","","","","","0","0","0","","","","10","172","17",
"인천광역시","1993 년","93","919","0","0","0","10","2500","250","6","807","48","60","823","494","0","0","0","1","1000","10","","","","","","","0","0","0","","","","16","730","117",
"인천광역시","1994 년","98","738","0","0","0","14","1643","230","7","660","46","61","690","421","0","0","0","2","300","6","","","","","","","0","0","0","","","","14","250","35",
"인천광역시","1995 년","354","3108","5","1480","74","52","1006","523","4","862","34","229","674","1543","0","0","0","21","2414","507","","","","","","","5","938","47","","","","38","1000","380",
"인천광역시","1996 년","316","2999","14","1093","153","71","1752","1244","13","953","124","149","950","1416","0","0","0","8","438","35","","","","","","","0","0","0","","","","61","44","27",
"인천광역시","1997 년","339","4680","14","1150","161","72","2276","1639","13","1050","137","167","1303","2176","0","0","0","7","886","62","","","","","","","0","0","0","","","","66","765","505",
"인천광역시","1998 년","389","4658","14","1179","165","94","1862","1750","13","1200","156","184","1104","2031","0","0","0","7","1214.28571","85","0","0","0","7","1219","85","0","0","0","","","","77","612","471",
"인천광역시","1999 년","377","3815","1","0","0","87","657","572","12","1208","145","195","1320","2574","0","0","0","15","1093.33333","164","0","0","0","15","1093","164","0","0","0","","","","67","537","360",
"인천광역시","2000 년","403","4225","1","0","0","93","1022","950","20","847","169","200","1369","2738","0","0","0","29","448.27586","130","5","95","5","24","522","125","1","576","6","","","","59","394","232",
"인천광역시","2001 년","486","6461","1","0","0","117","1586","1856","26","1092","284","217","1801","3908","0","0","0","29","762.06897","221","9","0","0","20","1107","221","0","0","0","","","","96","200","192",
"인천광역시","2002 년","485","5403","0","0","0","126","858","1081","25","1485","371","212","1612","3417","0","0","0","25","856","214","7","744","52","18","900","162","0","0","0","","","","97","329.89691","320",
"인천광역시","2003 년","475","5821","0","0","0","131","1034","1354","30","1232","370","213","1688","3595","0","0","0","23","939.13043","216","2","0","0","21","1028","216","1","728","7","","","","77","362.33766","279",
"인천광역시","2004 년","475","6319","4","0","0","123","1547","1903","25","978","245","210","1718","3608","0","0","0","21","728.57143","153","4","1050","42","17","653","111","0","0","0","","","","92","445.65217","410",
"인천광역시","2005 년","502","5394","14","264","37","149","1160","1729","24","1330","319","181","1515","2742","0","0","0","23","1304.34783","300","3","1016","30","20","1350","270","0","0","0","","","","111","240.54054","267",
"인천광역시","2006 년","511","5373","1","0","0","230","1003.94541","2309","26","1166","303","150","1440","2160","0","0","0","33","942.42424","311","17","1000","170","16","880","141","5","118","6","","","","66","430.30303","284",
"인천광역시","2007 년","610","6570","3","673","20","233","1044","2432","22","1388","305","208","1527","3176","0","0","0","48","1016.66667","488","22","1325","292","26","752","196","6","1100","66","","","","90","92.22222","83",
"인천광역시","2008 년","480","4750","2","0","0","184","974","1793","16","1360","218","149","1544","2301","0","0","0","56","739.28571","414","10","0","0","46","900","414","9","0","0","","","","64","37.5","24",
"인천광역시","2009 년","650","4350","8","0","0","261","775","2024","23","57","13","156","1314","2050","0","0","0","66","222.72727","147","21","0","0","45","327","147","11","0","0","","","","125","93","116",
"인천광역시","2010 년","704","3343","26","0","0","258","462","1192","24","563","135","138","1126","1554","0","0","0","61","324.59016","198","12","292","35","49","333","163","10","240","24","","","","187","128","240",
"인천광역시","2011 년","714","3333","19","0","0","238","436","1038","27","456","123","129","1426","1839","0","0","0","50","170","85","46","185","85","4","0","0","15","360","54","","","","236","82","194",
"인천광역시","2012 년","657","2208","18","0","0","221","203","448","29","414","120","101","1314","1327","0","0","0","51","264.70588","135","46","278","128","5","140","7","17","359","61","","","","220","53","117",
"인천광역시","2013 년","563","3029","12","0","0","205","473","970","29","479","139","71","1435","1019","0","0","0","38","318.42105","121","34","341","116","4","125","5","7","571","40","","","","201","368","740",
"인천광역시","2014 년","598","3222","23","0","0","179","516","924","23","465","107","80","1660","1328","0","0","0","30","440","132","24","483","116","6","267","16","7","686","48","","","","256","267","683",
"인천광역시","2015 년","611","3653","24","0","0","164","914","1498","19","384","73","72","1542","1110","0","0","0","36","497.22222","179","22","482","106","14","521","73","5","760","38","","","","291","259","755",
"인천광역시","2016 년","574","4765","8","1018","81","157","1136","1784","12","967","116","110","1592","1751","0","0","0","9","811.11111","73","0","0","0","9","811","73","1","0","0","","","","277","347","960",
"인천광역시","2017 년","480.6465","4082","4.4978","466","21","132.0003","1409","1860","13.3633","404","54","101.6882","1448","1472","0","0","0","17.5774","785.09905","138","0","0","0","17.5774","785","138","1.0437","383","4","","","","210.4758","253","533",
"인천광역시","2018 년","624.0342","4813","15.9758","312","50","120.5773","1268","1529","18.6768","311","58","129.7098","1736","2252","0","0","0","16.415","469.08316","77",".0301","0","0","16.3849","470","77","1.7778","562","10","","","","320.9017","261","837",
"인천광역시","2019 년","694.8267","5761","18.2273","478","87","118.147","1275","1506","23.9496","418","100","111.6257","1717","1917","0","0","0","20.9103","234.33428","49","0","0","0","20.9103","234","49","2.1816","688","15","111.723","621","694","288.0622","484","1393",
"인천광역시","2020 년","640.9995","5849.1174","21.2079","297","63","126.0317","1473","1856","20.4068","554.4657663132","113.14872","95.7353","1765.3151834961","1690.0297868655","0","0","0","10.5537","592.28011661","62.5074666667","1.8466","407.126611069","7.518","8.7071","631.5474344692","54.9894666667","26.4694","272.7557103674","72.1968","102.7267","618.542988337","635.4088","237.868","570.4112508456","1356.8258341615",
"인천광역시","2021 년","515.4961","4200","12.8964","355","46","57.7579","436","252","1.9761","760","15","86.77","1757","1525","0","0","0","19.945","691.9027","138","6.3471","545","35","13.5979","754","103","3.5464","792","28","95.8855","593","569","236.7188","687","1627",
