시도별,시점,합계_면적,합계_생산량,사과_면적,사과_10a생산량,사과_생산량,배_면적,배_10a생산량,배_생산량,복숭아_면적,복숭아_10a생산량,복숭아_생산량,포도_면적,포도_10a생산량,포도_생산량,감귤_면적,감귤_10a생산량,감귤_생산량,감_면적,감_10a생산량,감_생산량,단감_면적,단감_10a생산량,단감_생산량,떫은감_면적,떫은감_10a생산량,떫은감_생산량,자두_면적,자두_10a생산량,자두_생산량,매실_면적,매실_10a생산량,매실_생산량,기타_면적,기타_10a생산량,기타_생산량
부산광역시,1985,117.0,1043.0,,,,98.0,1033.0,1012.0,2.0,650.0,13.0,2.0,900.0,18.0,,,,5.0,,,,,,,,,,,,,,,10.0,,
부산광역시,1986,92.0,545.0,,,,87.0,626.0,545.0,1.0,0.0,0.0,,,,,,,4.0,0.0,0.0,,,,,,,,,,,,,,,
부산광역시,1987,87.0,829.0,,,,55.0,1234.0,679.0,,,,24.0,375.0,90.0,,,,8.0,750.0,60.0,,,,,,,,,,,,,,,
부산광역시,1988,56.0,804.0,,,,41.0,1631.0,669.0,,,,3.0,1480.0,44.0,,,,11.0,764.0,84.0,,,,,,,,,,,,,1.0,745.0,7.0
부산광역시,1989,71.0,878.0,,,,35.0,980.0,343.0,,,,9.0,1430.0,129.0,,,,25.0,1552.0,388.0,,,,,,,,,,,,,2.0,915.0,18.0
부산광역시,1990,69.0,536.0,,,,35.0,820.0,287.0,,,,5.0,1260.0,63.0,,,,22.0,568.0,125.0,,,,,,,,,,,,,7.0,876.0,61.0
부산광역시,1991,66.0,599.0,,,,27.0,1117.0,302.0,,,,10.0,1260.0,126.0,,,,25.0,572.0,143.0,,,,,,,,,,,,,4.0,702.0,28.0
부산광역시,1992,64.0,548.0,0.0,0.0,0.0,12.0,2117.0,254.0,0.0,0.0,0.0,4.0,1180.0,47.0,0.0,0.0,0.0,26.0,600.0,156.0,,,,,,,0.0,0.0,0.0,,,,22.0,414.0,91.0
부산광역시,1993,93.0,626.0,0.0,0.0,0.0,12.0,1358.0,163.0,0.0,0.0,0.0,5.0,1586.0,79.0,0.0,0.0,0.0,21.0,800.0,168.0,,,,,,,0.0,0.0,0.0,,,,55.0,393.0,216.0
부산광역시,1994,115.0,366.0,0.0,0.0,0.0,9.0,1189.0,107.0,0.0,0.0,0.0,3.0,1100.0,33.0,0.0,0.0,0.0,28.0,771.0,216.0,,,,,,,0.0,0.0,0.0,,,,75.0,13.0,10.0
부산광역시,1995,238.0,2763.0,0.0,0.0,0.0,63.0,2022.0,1274.0,0.0,0.0,0.0,3.0,1500.0,45.0,0.0,0.0,0.0,89.0,1603.0,1427.0,,,,,,,0.0,0.0,0.0,,,,83.0,20.0,17.0
부산광역시,1996,179.0,1696.0,0.0,0.0,0.0,41.0,1356.0,556.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2022.0,20.0,110.0,975.0,1072.0,,,,,,,0.0,0.0,0.0,,,,27.0,178.0,48.0
부산광역시,1997,146.0,2596.0,0.0,0.0,0.0,26.0,1308.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,2456.0,2137.0,,,,,,,0.0,0.0,0.0,,,,33.0,361.0,119.0
부산광역시,1998,150.0,1274.0,0.0,0.0,0.0,16.0,1431.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,926.47059,945.0,99.0,926.0,917.0,3.0,926.0,28.0,0.0,0.0,0.0,,,,32.0,311.0,100.0
부산광역시,1999,172.0,1491.0,0.0,0.0,0.0,17.0,1306.0,222.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,106.0,909.43396,964.0,102.0,910.0,928.0,4.0,912.0,36.0,0.0,0.0,0.0,,,,46.0,663.0,305.0
부산광역시,2000,172.0,1769.0,0.0,0.0,0.0,15.0,1627.0,244.0,0.0,0.0,0.0,3.0,1200.0,36.0,0.0,0.0,0.0,107.0,1088.78505,1165.0,103.0,1088.0,1121.0,4.0,1088.0,44.0,1.0,910.0,9.0,,,,46.0,685.0,315.0
부산광역시,2001,175.0,1563.0,0.0,0.0,0.0,25.0,1132.0,283.0,0.0,0.0,0.0,3.0,1266.0,38.0,0.0,0.0,0.0,102.0,960.78431,980.0,98.0,914.0,896.0,4.0,2110.0,84.0,1.0,0.0,0.0,,,,44.0,595.45455,262.0
부산광역시,2002,159.0,1569.0,0.0,0.0,0.0,26.0,1346.0,350.0,1.0,0.0,0.0,1.0,1334.0,13.0,0.0,0.0,0.0,96.0,1139.58333,1094.0,92.0,1098.0,1010.0,4.0,2100.0,84.0,1.0,1814.0,18.0,,,,34.0,276.47059,94.0
부산광역시,2003,174.0,1612.0,0.0,0.0,0.0,24.0,838.0,201.0,0.0,0.0,0.0,2.0,2100.0,42.0,0.0,0.0,0.0,106.0,849.0566,900.0,103.0,874.0,900.0,3.0,0.0,0.0,1.0,999.0,10.0,,,,41.0,1119.5122,459.0
부산광역시,2004,171.0,2017.0,0.0,0.0,0.0,22.0,2223.0,489.0,1.0,0.0,0.0,1.0,2100.0,21.0,0.0,0.0,0.0,87.0,905.74713,788.0,82.0,900.0,738.0,5.0,1000.0,50.0,1.0,1071.0,11.0,,,,59.0,1200.0,708.0
부산광역시,2005,183.0,1716.0,0.0,0.0,0.0,23.0,2104.0,484.0,1.0,0.0,0.0,1.0,1700.0,17.0,0.0,0.0,0.0,104.0,878.84615,914.0,100.0,874.0,874.0,4.0,1000.0,40.0,1.0,1257.0,13.0,,,,53.0,543.39623,288.0
부산광역시,2006,306.0,3617.0,0.0,0.0,0.0,68.0,1527.35205,1039.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,1291.71975,2028.0,140.0,1252.0,1753.0,17.0,1619.0,275.0,1.0,0.0,0.0,,,,80.0,687.5,550.0
부산광역시,2007,262.0,2793.0,0.0,0.0,0.0,65.0,1388.0,902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,1248.87218,1661.0,126.0,1254.0,1580.0,7.0,1159.0,81.0,1.0,960.0,10.0,,,,63.0,349.20635,220.0
부산광역시,2008,317.0,3495.0,0.0,0.0,0.0,47.0,1984.0,933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,1415.28662,2222.0,157.0,1415.0,2222.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,112.0,303.57143,340.0
부산광역시,2009,280.0,2892.0,1.0,0.0,0.0,64.0,2189.0,1401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,1003.84615,1305.0,130.0,1004.0,1305.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,84.0,221.0,186.0
부산광역시,2010,291.0,1749.0,3.0,693.0,21.0,59.0,612.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,1045.36082,1014.0,97.0,1045.0,1014.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,131.0,269.0,353.0
부산광역시,2011,283.0,1528.0,3.0,642.0,19.0,23.0,1339.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,823.95833,791.0,96.0,824.0,791.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,161.0,255.0,410.0
부산광역시,2012,295.0,1245.0,3.0,584.0,18.0,22.0,623.0,137.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,97.0,732.98969,711.0,96.0,727.0,698.0,1.0,1300.0,13.0,3.0,133.0,4.0,,,,165.0,227.0,375.0
부산광역시,2013,280.0,1018.0,3.0,2460.0,74.0,11.0,692.0,76.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,61.0,701.63934,428.0,58.0,678.0,393.0,3.0,1167.0,35.0,3.0,100.0,3.0,,,,198.0,221.0,437.0
부산광역시,2014,299.0,1667.0,1.0,2529.0,25.0,18.0,1765.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,845.97701,736.0,83.0,840.0,697.0,4.0,975.0,39.0,3.0,100.0,3.0,,,,190.0,308.0,585.0
부산광역시,2015,272.0,1368.0,1.0,2660.0,27.0,12.0,1469.0,176.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1680.0,84.0,84.0,650.0,546.0,68.0,665.0,452.0,16.0,588.0,94.0,1.0,0.0,0.0,,,,168.0,318.0,535.0
부산광역시,2016,361.0,1856.0,6.0,1479.0,89.0,44.0,1535.0,675.0,2.0,50.0,1.0,3.0,1500.0,45.0,0.0,0.0,0.0,82.0,869.5122,713.0,63.0,776.0,489.0,19.0,1179.0,224.0,1.0,1000.0,10.0,,,,223.0,145.0,323.0
부산광역시,2017,413.0257,1650.0,2.8079,464.0,13.0,39.2138,1452.0,570.0,6.4935,755.0,49.0,1.3633,954.0,13.0,0.8193,488.0,4.0,76.8285,710.67377,546.0,30.0216,823.0,247.0,46.8069,639.0,299.0,3.3432,419.0,14.0,,,,282.1562,156.0,441.0
부산광역시,2018,423.789,1673.0,4.9197,303.0,15.0,29.4613,733.0,216.0,6.7743,856.0,58.0,1.2098,744.0,9.0,0.0,0.0,0.0,76.6196,742.62982,569.0,27.7973,881.0,245.0,48.8223,664.0,324.0,3.6867,353.0,13.0,,,,301.1176,263.0,793.0
부산광역시,2019,463.0427,1880.0,7.026,787.0,55.0,27.0523,2365.0,640.0,10.663,722.0,77.0,1.5073,862.0,13.0,0.0855,1170.0,1.0,74.333,651.124,484.0,25.7104,867.0,223.0,48.6226,537.0,261.0,6.9969,300.0,21.0,112.6038,142.0,160.0,222.7749,193.0,429.0
부산광역시,2020,452.8599,1492.0492,6.9797,398.0,28.0,26.4439,1254.0,332.0,10.6905,630.931727477,67.4497563259,1.5147,1274.0647887975,19.2982593559,0.0,0.0,0.0,75.299,459.766359063,346.1994707108,26.5418,119.0501101635,31.5980421394,48.7572,645.2409666089,314.6014285714,5.6017,868.4772335987,48.6494891945,124.3711,305.7451583741,380.2586166667,201.9593,133.7861805833,270.1936338028
부산광역시,2021,299.8195,1152.0,10.3018,440.0,45.0,19.4907,1435.0,280.0,5.941,1091.0,65.0,1.8447,910.0,17.0,0.0369,996.0,0.0,25.4994,454.9127,116.0,12.6909,98.0,12.0,12.8085,815.0,104.0,4.9814,332.0,17.0,78.9669,370.0,292.0,152.7567,210.0,320.0
대구광역시,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대구광역시,1982,1342.0,18971.0,539.0,1611.0,8683.0,20.0,741.0,148.0,205.0,1342.0,2751.0,464.0,1263.0,5860.0,,,,5.0,710.0,36.0,,,,,,,96.0,1442.0,1384.0,,,,13.0,842.0,109.0
대구광역시,1983,1372.0,18058.0,509.0,1475.0,7508.0,18.0,780.0,140.0,202.0,1105.0,2232.0,492.0,1243.0,6116.0,,,,4.0,730.0,29.0,,,,,,,127.0,1442.0,1831.0,,,,20.0,1012.0,202.0
대구광역시,1984,1415.0,15494.0,519.0,1310.0,6799.0,15.0,480.0,72.0,216.0,1137.0,2456.0,518.0,856.0,4434.0,,,,4.0,4650.0,186.0,,,,,,,119.0,1300.0,1547.0,,,,24.0,,
대구광역시,1985,1425.0,16838.0,483.0,1490.0,7197.0,17.0,1112.0,189.0,250.0,1122.0,2805.0,521.0,945.0,4923.0,,,,6.0,850.0,51.0,,,,,,,105.0,1216.0,1277.0,,,,43.0,920.0,396.0
대구광역시,1986,1496.0,20676.0,505.0,1498.0,7565.0,17.0,1208.0,205.0,260.0,1597.0,4152.0,529.0,1247.0,6597.0,,,,6.0,1050.0,63.0,,,,,,,117.0,1430.0,1673.0,,,,62.0,679.0,421.0
대구광역시,1987,1997.0,25680.0,425.0,1212.0,5151.0,2.0,1669.0,33.0,510.0,1563.0,7971.0,856.0,1258.0,10768.0,,,,3.0,1000.0,30.0,,,,,,,119.0,900.0,1071.0,,,,82.0,800.0,656.0
대구광역시,1988,1551.0,17358.0,346.0,1342.0,4643.0,,,,364.0,1120.0,4077.0,666.0,1092.0,7273.0,,,,1.0,1000.0,10.0,,,,,,,87.0,1030.0,896.0,,,,87.0,528.0,459.0
대구광역시,1989,1535.0,17902.0,366.0,1604.0,5872.0,,,,354.0,989.0,3501.0,619.0,1133.0,7013.0,,,,6.0,1167.0,70.0,,,,,,,63.0,1144.0,721.0,,,,127.0,571.0,725.0
대구광역시,1990,1607.0,17397.0,418.0,1119.0,4679.0,,,,328.0,1172.0,3844.0,617.0,1184.0,7305.0,,,,12.0,1033.0,124.0,,,,,,,67.0,985.0,660.0,,,,165.0,476.0,785.0
대구광역시,1991,1575.0,13196.0,426.0,898.0,3827.0,2.0,,,283.0,972.0,2751.0,533.0,1081.0,5762.0,,,,7.0,943.0,66.0,,,,,,,56.0,477.0,267.0,,,,268.0,195.0,523.0
대구광역시,1992,1558.0,10755.0,429.0,948.0,4069.0,0.0,0.0,0.0,258.0,660.0,1703.0,530.0,720.0,3816.0,0.0,0.0,0.0,6.0,767.0,46.0,,,,,,,57.0,1030.0,587.0,,,,278.0,192.0,534.0
대구광역시,1993,1642.0,12192.0,447.0,918.0,4104.0,0.0,0.0,0.0,256.0,780.0,1997.0,539.0,848.0,4571.0,0.0,0.0,0.0,9.0,800.0,72.0,,,,,,,52.0,868.0,451.0,,,,339.0,294.0,997.0
대구광역시,1994,1678.0,11090.0,444.0,904.0,4013.0,0.0,0.0,0.0,213.0,606.0,1291.0,600.0,647.0,3882.0,0.0,0.0,0.0,24.0,688.0,165.0,,,,,,,54.0,1741.0,940.0,,,,343.0,233.0,799.0
대구광역시,1995,2171.0,13264.0,448.0,805.0,3606.0,18.0,1794.0,323.0,241.0,452.0,1089.0,769.0,664.0,5106.0,0.0,0.0,0.0,215.0,460.0,990.0,,,,,,,80.0,683.0,546.0,,,,400.0,401.0,1604.0
대구광역시,1996,1892.0,14670.0,146.0,1536.0,2243.0,4.0,0.0,0.0,220.0,1001.0,2202.0,939.0,743.0,6977.0,0.0,0.0,0.0,152.0,451.0,685.0,,,,,,,86.0,725.0,624.0,,,,345.0,562.0,1939.0
대구광역시,1997,1929.0,22213.0,112.0,1971.0,2207.0,9.0,978.0,88.0,244.0,912.0,2225.0,983.0,1555.0,15286.0,0.0,0.0,0.0,186.0,409.0,761.0,,,,,,,66.0,665.0,439.0,,,,329.0,367.0,1207.0
대구광역시,1998,1840.0,15148.0,102.0,1756.0,1791.0,14.0,629.0,88.0,244.0,798.0,1947.0,987.0,786.0,7758.0,0.0,0.0,0.0,161.0,441.61491,711.0,135.0,419.0,566.0,26.0,556.0,145.0,69.0,715.0,493.0,,,,263.0,894.0,2360.0
대구광역시,1999,1778.0,19518.0,92.0,1982.0,1823.0,14.0,607.0,85.0,267.0,943.0,2518.0,947.0,1322.0,12519.0,0.0,0.0,0.0,182.0,585.71429,1066.0,166.0,590.0,979.0,16.0,543.0,87.0,83.0,667.0,554.0,,,,193.0,494.0,953.0
대구광역시,2000,1703.0,19341.0,90.0,1971.0,1774.0,19.0,684.0,130.0,289.0,981.0,2835.0,855.0,1388.0,11867.0,0.0,0.0,0.0,205.0,601.46341,1233.0,190.0,585.0,1112.0,15.0,804.0,121.0,96.0,804.0,772.0,,,,149.0,490.0,730.0
대구광역시,2001,1744.0,14513.0,66.0,1330.0,878.0,24.0,1175.0,282.0,273.0,961.0,2624.0,771.0,939.0,7240.0,0.0,0.0,0.0,205.0,680.97561,1396.0,182.0,649.0,1181.0,23.0,936.0,215.0,115.0,762.0,876.0,,,,290.0,419.65517,1217.0
대구광역시,2002,1774.0,16464.0,69.0,1794.0,1238.0,28.0,1314.0,368.0,305.0,1030.0,3142.0,737.0,968.0,7134.0,0.0,0.0,0.0,207.0,725.12077,1501.0,179.0,683.0,1223.0,28.0,993.0,278.0,145.0,954.0,1383.0,,,,283.0,600.0,1698.0
대구광역시,2003,1713.0,18240.0,70.0,1341.0,939.0,28.0,1014.0,284.0,304.0,930.0,2827.0,685.0,1465.0,10035.0,0.0,0.0,0.0,200.0,772.5,1545.0,184.0,760.0,1398.0,16.0,920.0,147.0,156.0,978.0,1526.0,,,,270.0,401.48148,1084.0
대구광역시,2004,1664.0,16080.0,71.0,1268.0,900.0,30.0,1367.0,410.0,294.0,1010.0,2969.0,635.0,1170.0,7430.0,0.0,0.0,0.0,199.0,867.33668,1726.0,182.0,860.0,1565.0,17.0,948.0,161.0,172.0,835.0,1436.0,,,,263.0,459.69582,1209.0
대구광역시,2005,1590.0,22483.0,78.0,1231.0,960.0,30.0,1297.0,389.0,292.0,1579.0,4611.0,535.0,1624.0,8688.0,0.0,0.0,0.0,193.0,2165.80311,4180.0,175.0,2172.0,3801.0,18.0,2106.0,379.0,192.0,1198.0,2300.0,,,,270.0,501.85185,1355.0
대구광역시,2006,1519.0,20479.0,125.0,1350.79728,1688.0,42.0,1526.70392,641.0,250.0,1353.0,3383.0,410.0,1830.0,7503.0,0.0,0.0,0.0,216.0,2073.14815,4478.0,191.0,2147.0,4101.0,25.0,1508.0,377.0,101.0,1009.0,1019.0,,,,375.0,471.2,1767.0
대구광역시,2007,1530.0,18029.0,123.0,1027.0,1263.0,37.0,936.0,346.0,209.0,1302.0,2721.0,433.0,1813.0,7850.0,0.0,0.0,0.0,238.0,1779.83193,4236.0,205.0,1860.0,3813.0,33.0,1281.0,423.0,109.0,925.0,1008.0,,,,381.0,158.79265,605.0
대구광역시,2008,1460.0,16558.0,143.0,1381.0,1974.0,17.0,1041.0,177.0,250.0,1387.0,3468.0,320.0,1590.0,5088.0,0.0,0.0,0.0,246.0,1557.31707,3831.0,196.0,1619.0,3173.0,50.0,1315.0,658.0,106.0,1043.0,1106.0,,,,378.0,241.79894,914.0
대구광역시,2009,1324.0,12507.0,105.0,1868.0,1961.0,33.0,300.0,99.0,240.0,1151.0,2762.0,258.0,1469.0,3791.0,0.0,0.0,0.0,249.0,765.46185,1906.0,174.0,876.0,1525.0,75.0,508.0,381.0,112.0,548.0,614.0,,,,327.0,420.0,1374.0
대구광역시,2010,1358.0,11073.0,97.0,1204.0,1168.0,31.0,260.0,81.0,236.0,1068.0,2521.0,220.0,1560.0,3431.0,0.0,0.0,0.0,258.0,741.47287,1913.0,175.0,907.0,1588.0,83.0,392.0,325.0,97.0,608.0,590.0,,,,419.0,327.0,1369.0
대구광역시,2011,1315.0,11355.0,90.0,1170.0,1053.0,10.0,1392.0,139.0,240.0,1145.0,2748.0,215.0,1545.0,3321.0,0.0,0.0,0.0,226.0,839.38053,1897.0,136.0,956.0,1300.0,90.0,663.0,597.0,101.0,593.0,599.0,,,,433.0,369.0,1598.0
대구광역시,2012,1320.0,10551.0,74.0,1615.0,1195.0,10.0,901.0,90.0,239.0,1064.0,2543.0,185.0,1472.0,2724.0,0.0,0.0,0.0,242.0,811.15702,1963.0,122.0,993.0,1212.0,120.0,626.0,751.0,92.0,660.0,607.0,,,,478.0,299.0,1429.0
대구광역시,2013,1282.0,9130.0,86.0,1378.0,1185.0,10.0,823.0,82.0,222.0,992.0,2203.0,205.0,1024.0,2099.0,0.0,0.0,0.0,223.0,693.72197,1547.0,101.0,844.0,852.0,122.0,570.0,695.0,103.0,567.0,584.0,,,,433.0,330.0,1430.0
대구광역시,2014,1305.0,9794.0,78.0,1617.0,1262.0,8.0,818.0,65.0,230.0,1162.0,2673.0,180.0,1046.0,1882.0,0.0,0.0,0.0,195.0,793.84615,1548.0,84.0,894.0,751.0,111.0,718.0,797.0,94.0,756.0,711.0,,,,520.0,318.0,1653.0
대구광역시,2015,1212.0,9827.0,66.0,2345.0,1548.0,3.0,1264.0,38.0,234.0,1179.0,2760.0,163.0,1090.0,1776.0,0.0,0.0,0.0,174.0,754.02299,1312.0,76.0,984.0,748.0,98.0,576.0,564.0,77.0,883.0,680.0,,,,495.0,346.0,1713.0
대구광역시,2016,1076.0,10107.0,81.0,2009.0,1627.0,23.0,877.0,202.0,289.0,1211.0,3500.0,104.0,1088.0,1132.0,0.0,0.0,0.0,138.0,697.82609,963.0,5.0,1300.0,65.0,133.0,675.0,898.0,119.0,925.0,1101.0,,,,322.0,491.0,1582.0
대구광역시,2017,1176.0884,10402.0,81.5844,1620.0,1322.0,16.5723,779.0,129.0,269.628,1243.0,3351.0,116.7974,1046.0,1222.0,0.0,0.0,0.0,184.672,624.3502,1153.0,3.2651,1194.0,39.0,181.4069,614.0,1114.0,138.221,1007.0,1392.0,,,,368.6133,497.0,1833.0
대구광역시,2018,1133.5278,7894.0,55.7608,913.0,509.0,17.2548,1156.0,199.0,259.0958,995.0,2579.0,91.6374,662.0,607.0,0.0,0.0,0.0,185.8172,568.83862,1057.0,3.5979,1167.0,42.0,182.2193,557.0,1015.0,142.2473,924.0,1315.0,,,,381.7145,426.0,1628.0
대구광역시,2019,1058.8467,7867.0,52.1463,725.0,378.0,15.6556,1419.0,222.0,227.2624,1113.0,2529.0,95.5538,729.0,697.0,0.0,0.0,0.0,204.3602,764.3367,1562.0,26.9064,1074.0,289.0,177.4538,717.0,1273.0,126.7572,763.0,967.0,112.8005,556.0,627.0,224.3107,395.0,885.0
대구광역시,2020,1042.3595,7515.9523,52.0167,1244.0,647.0,14.4628,762.0,110.0,209.2381,1121.2981998938,2346.183048792,98.8919,589.872131614,583.3357585235,0.0,0.0,0.0,194.4139,789.3531090614,1534.6121640975,26.5159,974.3124063844,258.3477033645,167.898,760.1427418629,1276.264460733,148.0306,653.023943823,966.6752621849,95.2571,543.3087280427,517.5401383804,230.0484,352.363196422,810.6058955577
대구광역시,2021,1003.7492,6097.0,79.5014,946.0,752.0,11.7124,1856.0,217.0,233.2623,834.0,1945.0,144.8797,614.0,889.0,0.0,0.0,0.0,123.4751,383.0732,473.0,9.644,768.0,74.0,113.8311,351.0,399.0,70.2751,687.0,483.0,64.6441,517.0,334.0,275.9991,364.0,1004.0
인천광역시,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인천광역시,1982,103.0,601.0,1.0,0.0,0.0,26.0,770.0,200.0,40.0,519.0,208.0,34.0,567.0,193.0,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0
인천광역시,1983,137.0,750.0,1.0,411.0,4.0,26.0,735.0,191.0,40.0,590.0,236.0,70.0,455.0,319.0,,,,,,,,,,,,,,,,,,,,,
인천광역시,1984,123.0,906.0,1.0,830.0,8.0,15.0,749.0,112.0,29.0,2070.0,600.0,78.0,238.0,186.0,,,,,,,,,,,,,,,,,,,,,
인천광역시,1985,142.0,813.0,5.0,580.0,29.0,32.0,991.0,317.0,2.0,300.0,6.0,101.0,456.0,461.0,,,,,,,,,,,,,,,,,,,2.0,,
인천광역시,1986,124.0,1130.0,,,,17.0,1480.0,252.0,25.0,617.0,154.0,78.0,905.0,706.0,,,,2.0,0.0,0.0,,,,,,,,,,,,,2.0,921.0,18.0
인천광역시,1987,72.0,728.0,1.0,0.0,0.0,27.0,1274.0,344.0,,,,44.0,872.0,384.0,,,,,,,,,,,,,,,,,,,,,
인천광역시,1988,129.0,1508.0,19.0,2149.0,408.0,11.0,1789.0,197.0,2.0,785.0,16.0,97.0,914.0,887.0,,,,,,,,,,,,,,,,,,,,,
인천광역시,1989,143.0,1804.0,20.0,2467.0,493.0,19.0,1693.0,322.0,15.0,793.0,119.0,85.0,937.0,796.0,,,,4.0,1850.0,74.0,,,,,,,,,,,,,,,
인천광역시,1990,118.0,858.0,16.0,120.0,19.0,11.0,1685.0,185.0,9.0,829.0,75.0,77.0,710.0,547.0,,,,5.0,640.0,32.0,,,,,,,,,,,,,,,
인천광역시,1991,101.0,932.0,1.0,1400.0,14.0,10.0,2019.0,202.0,7.0,799.0,56.0,72.0,859.0,618.0,,,,3.0,400.0,12.0,,,,,,,,,,,,,8.0,372.0,30.0
인천광역시,1992,87.0,798.0,0.0,0.0,0.0,12.0,1808.0,217.0,5.0,840.0,42.0,58.0,879.0,510.0,0.0,0.0,0.0,2.0,600.0,12.0,,,,,,,0.0,0.0,0.0,,,,10.0,172.0,17.0
인천광역시,1993,93.0,919.0,0.0,0.0,0.0,10.0,2500.0,250.0,6.0,807.0,48.0,60.0,823.0,494.0,0.0,0.0,0.0,1.0,1000.0,10.0,,,,,,,0.0,0.0,0.0,,,,16.0,730.0,117.0
인천광역시,1994,98.0,738.0,0.0,0.0,0.0,14.0,1643.0,230.0,7.0,660.0,46.0,61.0,690.0,421.0,0.0,0.0,0.0,2.0,300.0,6.0,,,,,,,0.0,0.0,0.0,,,,14.0,250.0,35.0
인천광역시,1995,354.0,3108.0,5.0,1480.0,74.0,52.0,1006.0,523.0,4.0,862.0,34.0,229.0,674.0,1543.0,0.0,0.0,0.0,21.0,2414.0,507.0,,,,,,,5.0,938.0,47.0,,,,38.0,1000.0,380.0
인천광역시,1996,316.0,2999.0,14.0,1093.0,153.0,71.0,1752.0,1244.0,13.0,953.0,124.0,149.0,950.0,1416.0,0.0,0.0,0.0,8.0,438.0,35.0,,,,,,,0.0,0.0,0.0,,,,61.0,44.0,27.0
인천광역시,1997,339.0,4680.0,14.0,1150.0,161.0,72.0,2276.0,1639.0,13.0,1050.0,137.0,167.0,1303.0,2176.0,0.0,0.0,0.0,7.0,886.0,62.0,,,,,,,0.0,0.0,0.0,,,,66.0,765.0,505.0
인천광역시,1998,389.0,4658.0,14.0,1179.0,165.0,94.0,1862.0,1750.0,13.0,1200.0,156.0,184.0,1104.0,2031.0,0.0,0.0,0.0,7.0,1214.28571,85.0,0.0,0.0,0.0,7.0,1219.0,85.0,0.0,0.0,0.0,,,,77.0,612.0,471.0
인천광역시,1999,377.0,3815.0,1.0,0.0,0.0,87.0,657.0,572.0,12.0,1208.0,145.0,195.0,1320.0,2574.0,0.0,0.0,0.0,15.0,1093.33333,164.0,0.0,0.0,0.0,15.0,1093.0,164.0,0.0,0.0,0.0,,,,67.0,537.0,360.0
인천광역시,2000,403.0,4225.0,1.0,0.0,0.0,93.0,1022.0,950.0,20.0,847.0,169.0,200.0,1369.0,2738.0,0.0,0.0,0.0,29.0,448.27586,130.0,5.0,95.0,5.0,24.0,522.0,125.0,1.0,576.0,6.0,,,,59.0,394.0,232.0
인천광역시,2001,486.0,6461.0,1.0,0.0,0.0,117.0,1586.0,1856.0,26.0,1092.0,284.0,217.0,1801.0,3908.0,0.0,0.0,0.0,29.0,762.06897,221.0,9.0,0.0,0.0,20.0,1107.0,221.0,0.0,0.0,0.0,,,,96.0,200.0,192.0
인천광역시,2002,485.0,5403.0,0.0,0.0,0.0,126.0,858.0,1081.0,25.0,1485.0,371.0,212.0,1612.0,3417.0,0.0,0.0,0.0,25.0,856.0,214.0,7.0,744.0,52.0,18.0,900.0,162.0,0.0,0.0,0.0,,,,97.0,329.89691,320.0
인천광역시,2003,475.0,5821.0,0.0,0.0,0.0,131.0,1034.0,1354.0,30.0,1232.0,370.0,213.0,1688.0,3595.0,0.0,0.0,0.0,23.0,939.13043,216.0,2.0,0.0,0.0,21.0,1028.0,216.0,1.0,728.0,7.0,,,,77.0,362.33766,279.0
인천광역시,2004,475.0,6319.0,4.0,0.0,0.0,123.0,1547.0,1903.0,25.0,978.0,245.0,210.0,1718.0,3608.0,0.0,0.0,0.0,21.0,728.57143,153.0,4.0,1050.0,42.0,17.0,653.0,111.0,0.0,0.0,0.0,,,,92.0,445.65217,410.0
인천광역시,2005,502.0,5394.0,14.0,264.0,37.0,149.0,1160.0,1729.0,24.0,1330.0,319.0,181.0,1515.0,2742.0,0.0,0.0,0.0,23.0,1304.34783,300.0,3.0,1016.0,30.0,20.0,1350.0,270.0,0.0,0.0,0.0,,,,111.0,240.54054,267.0
